author_id,name,gender,seniority,nbpub,pubrate
2435,Liuba Shrira,w,33,51,1.55
2436,Liudmila Ostroumova,w,2,12,6
2437,Lixin Shi,u,8,17,2.13
2438,Liying Sui,u,10,9,0.9
2439,Liyun Ru,u,11,37,3.36
2440,Lizhen Qu,u,6,6,1
2441,Lizhu Zhou,u,15,145,9.67
2442,Lloyd Rutledge,m,21,50,2.38
2443,Lluis Garcia Pueyo,m,6,15,2.5
2444,Lois M. L. Delcambre,w,34,123,3.62
2445,Long Jiang,m,7,19,2.71
2446,Longbing Cao,u,11,195,17.73
2447,Longin Jan Latecki,m,24,149,6.21
2448,Loredana Afanasiev,w,10,14,1.4
2449,Loren G. Terveen,m,24,103,4.29
2450,Lorenzo Blanco,m,9,16,1.78
2451,Loreto Bravo,m,13,36,2.77
2452,Lotfi Lakhal,m,27,70,2.59
2453,Louiqa Raschid,u,29,127,4.38
2454,Louis Licamele,m,9,9,1
2455,Louis Woods,m,4,14,3.5
2456,Louise E. Moser,w,27,176,6.52
2457,Lu An Tang,m,6,16,2.67
2458,Lu Chen,m,14,58,4.14
2459,Lu Liu,m,10,184,18.4
2460,Lu Qin,m,17,42,2.47
2461,Lu Wang,m,13,174,13.38
2462,Luanne Freund,w,13,21,1.62
2463,Lubor Kollar,m,28,5,0.18
2464,Luc Bouganim,m,21,69,3.29
2465,Luc De Raedt,m,26,230,8.85
2466,Luc Martens,m,16,75,4.69
2467,Luca Becchetti,m,17,55,3.24
2468,Luca Bonomi,m,2,6,3
2469,Luca Chiarandini,m,3,10,3.33
2470,Luca Maria Aiello,m,6,30,5
2471,Luca Telloli,m,5,3,0.6
2472,Lucas Drumond,m,7,24,3.43
2473,Lucian Popa,m,17,55,3.24
2474,Luciano Barbosa,m,12,24,2
2475,Lucja Kot,w,9,16,1.78
2476,Ludovic Denoyer,m,11,61,5.55
2477,Luigi Di Caro,m,6,26,4.33
2478,Luis Gravano,m,23,98,4.26
2479,Luis Leopoldo Perez,m,6,10,1.67
2480,Luis Torgo,m,23,42,1.83
2481,Luiz Augusto Sangoi Pizzato,m,11,14,1.27
2482,Lujun Fang,u,6,9,1.5
2483,Lukas Blunschi,m,9,14,1.56
2484,Lukasz Golab,m,11,43,3.91
2485,Lung-Hao Lee,w,6,13,2.17
2486,Luo Si,m,16,103,6.44
2487,Luping Ding,u,12,15,1.25
2488,Lusong Li,u,6,12,2
2489,Luyi Mo,u,1,5,5
2490,Lyle H. Ungar,m,22,90,4.09
2491,Lynda Hardman,w,26,84,3.23
2492,Lyublena Antova,u,8,19,2.38
2493,M. Benjamin Dias,u,12,9,0.75
2494,M. Catherine McCabe,u,18,14,0.78
2495,M. Tamer Ozsu,u,34,221,6.5
2496,Maarten de Rijke,m,22,330,15
2497,Maarten Marx,m,19,106,5.58
2498,Magdalena Balazinska,w,15,86,5.73
2499,Magesh Jayapandian,u,10,8,0.8
2500,Mahashweta Das,u,5,12,2.4
2501,Mahesh Jagannath,m,14,4,0.29
2502,Mahesh V. Joshi,m,19,19,1
2503,Maik Anderka,m,6,11,1.83
2504,Makoto Iwayama,m,26,25,0.96
2505,Makoto Nakatsuji,m,9,20,2.22
2506,Makoto Onizuka,m,15,27,1.8
2507,Makoto P. Kato,m,6,20,3.33
2508,Maksims Volkovs,m,7,11,1.57
2509,Malik Magdon-Ismail,m,17,147,8.65
2510,Malu Castellanos,w,23,85,3.7
2511,Man Hon Wong,m,25,64,2.56
2512,Man Leung Wong,m,23,46,2
2513,Man Lung Yiu,m,11,80,7.27
2514,Man-Kwan Shan,m,25,56,2.24
2515,Manabu Okumura,m,24,95,3.96
2516,Mandar Rahurkar,u,12,11,0.92
2517,Manfred Hauswirth,m,19,161,8.47
2518,Manik Varma,m,12,20,1.67
2519,Manish Bhide,m,12,24,2
2520,Manish Gupta,m,24,129,5.38
2521,Manish Kumar Anand,m,7,11,1.57
2522,Manish Marwah,m,11,31,2.82
2523,Manish S. Gupta,m,6,3,0.5
2524,Manjeet Rege,w,10,29,2.9
2525,Manoj Syamala,m,10,15,1.5
2526,Manolis Koubarakis,m,24,116,4.83
2527,Manolis Terrovitis,m,11,22,2
2528,Manoranjan Dash,m,17,52,3.06
2529,Manos Tsagkias,m,6,28,4.67
2530,Mansurul Bhuiyan,u,2,5,2.5
2531,Manuel Mayr,m,7,7,1
2532,Manuel Rodriguez-Martinez,m,14,14,1
2533,Mao Ye,m,10,103,10.3
2534,Maojin Jiang,u,8,6,0.75
2535,Marc A. Smith,m,15,40,2.67
2536,Marc Bron,m,5,20,4
2537,Marc E. Maier,m,8,13,1.63
2538,Marc H. Scholl,m,31,92,2.97
2539,Marc Najork,m,24,62,2.58
2540,Marc Spaniol,m,12,51,4.25
2541,Marc Wichterich,m,8,13,1.63
2542,Marc-Allen Cartright,m,6,12,2
2543,Marcel J. T. Reinders,m,19,125,6.58
2544,Marcel Karnstedt,m,11,56,5.09
2545,Marcel Kutsch,m,9,6,0.67
2546,Marcelo Arenas,m,16,109,6.81
2547,Marcelo Mendoza,m,14,34,2.43
2548,Marcin Zukowski,m,9,19,2.11
2549,Marco Bonzanini,m,3,8,2.67
2550,Marco Brambilla,m,12,129,10.75
2551,Marco Cova,m,9,27,3
2552,Marco Cristo,m,11,37,3.36
2553,Marco de Gemmis,m,12,93,7.75
2554,Marco Gori,m,25,179,7.16
2555,Marco Mesiti,m,15,60,4
2556,Marco Patella,m,17,41,2.41
2557,Marco Pennacchiotti,m,10,41,4.1
2558,Marco Potke,m,16,15,0.94
2559,Marco Ruzzi,m,11,36,3.27
2560,Marco Saerens,m,24,57,2.38
2561,Marco Tagliasacchi,m,11,108,9.82
2562,Marco Tiemann,m,7,8,1.14
2563,Marcos Andre Goncalves,m,16,203,12.69
2564,Marcos Antonio Vaz Salles,m,11,28,2.55
2565,Marcos R. Vieira,m,11,27,2.45
2566,Marcus A. Maloof,m,21,20,0.95
2567,Marcus Fontoura,m,15,49,3.27
2568,Marcus Herzog,m,15,22,1.47
2569,Marek Ciglan,m,9,21,2.33
2570,Margaret E. Connell,w,27,16,0.59
2571,Maria Bielikova,w,19,151,7.95
2572,Maria Camila Nardini Barioni,w,13,18,1.38
2573,Maria Halkidi,w,14,33,2.36
2574,Maria Luisa Sapino,w,23,77,3.35
2575,Maria P. Grineva,w,7,9,1.29
2576,Maria Soledad Pera,w,7,30,4.29
2577,Maria-Esther Vidal,w,16,77,4.81
2578,Mariam Daoud,w,7,21,3
2579,Marianne Winslett,w,30,256,8.53
2580,Mariano P. Consens,m,25,63,2.52
2581,Marie Jacob,w,6,11,1.83
2582,Marie-Christine Rousset,w,27,87,3.22
2583,Marie-Francine Moens,w,17,124,7.29
2584,Marijn Koolen,m,8,41,5.13
2585,Marina Barsky,w,8,12,1.5
2586,Marina Danilevsky,w,4,18,4.5
2587,Marina Drosou,w,6,17,2.83
2588,Mario A. Nascimento,m,20,102,5.1
2589,Mario Boley,m,7,23,3.29
2590,Mario Cataldi,m,6,16,2.67
2591,Mario J. Silva,m,25,77,3.08
2592,Marios Hadjieleftheriou,m,13,60,4.62
2593,Marius Kaminskas,m,5,9,1.8
2594,Marius Pasca,m,17,71,4.18
2595,Mark Baillie,m,11,35,3.18
2596,Mark D. Smucker,m,19,34,1.79
2597,Mark Girolami,m,18,104,5.78
2598,Mark H. Montague,m,19,9,0.47
2599,Mark James Carman,m,12,32,2.67
2600,Mark Manasse,m,28,35,1.25
2601,Mark S. Ackerman,m,26,99,3.81
2602,Mark Sanderson,m,23,147,6.39
2603,Mark Sandler,m,11,20,1.82
2604,Mark Sifer,m,19,24,1.26
2605,Mark T. Keane,m,27,58,2.15
2606,Marko Grobelnik,m,23,78,3.39
2607,Marko Junkkari,m,16,17,1.06
2608,Marko Vrhovnik,m,9,6,0.67
2609,Markos Zaharioudakis,m,20,8,0.4
2610,Markus Bundschus,m,6,9,1.5
2611,Markus Keidl,m,15,15,1
2612,Markus Krotzsch,m,10,78,7.8
2613,Markus M. Breunig,m,17,8,0.47
2614,Markus Ojala,m,6,9,1.5
2615,Markus Schaal,m,13,27,2.08
2616,Markus Schedl,m,14,88,6.29
2617,Markus Schneider,m,21,98,4.67
2618,Markus Strohmaier,m,12,88,7.33
2619,Markus Wawryniuk,m,15,8,0.53
2620,Markus Weimer,m,7,19,2.71
2621,Markus Zanker,m,14,74,5.29
2622,Marlon Dumas,m,17,191,11.24
2623,Marta Gatius,w,18,12,0.67
2624,Martha Larson,w,14,113,8.07
2625,Marti A. Hearst,w,26,106,4.08
2626,Martijn C. Willemsen,m,5,15,3
2627,Martin Abadi,m,29,224,7.72
2628,Martin Ester,m,29,113,3.9
2629,Martin F. Arlitt,m,18,83,4.61
2630,Martin Franz,m,18,50,2.78
2631,Martin Gaedke,m,17,102,6
2632,Martin Halvey,m,9,53,5.89
2633,Martin Kaufmann,m,5,8,1.6
2634,Martin L. Kersten,m,34,139,4.09
2635,Martin Nussbaumer,m,11,38,3.45
2636,Martin Pfeifle,m,12,42,3.5
2637,Martin Potthast,m,8,37,4.63
2638,Martin Rajman,m,17,52,3.06
2639,Martin Scholz,m,17,28,1.65
2640,Martin Szummer,m,18,28,1.56
2641,Martin Theobald,m,12,71,5.92
2642,Martin Wattenberg,m,19,43,2.26
2643,Martin Zinkevich,m,13,37,2.85
2644,Martine De Cock,w,15,100,6.67
2645,Mary F. Fernandez,w,25,62,2.48
2646,Mary McGlohon,w,7,14,2
2647,Maryam Karimzadehgan,w,10,13,1.3
2648,Maryann E. Martone,w,14,49,3.5
2649,Masahiro Hamasaki,m,14,27,1.93
2650,Masaru Kitsuregawa,m,32,311,9.72
2651,Masashi Yamamuro,m,24,21,0.88
2652,Masatoshi Yoshikawa,m,32,149,4.66
2653,Massih-Reza Amini,m,15,58,3.87
2654,Massimiliano Ciaramita,m,14,32,2.29
2655,Massimo Melucci,m,20,93,4.65
2656,Matteo Golfarelli,m,17,80,4.71
2657,Matteo Magnani,m,10,43,4.3
2658,Matthai Philipose,u,18,50,2.78
2659,Matthew Denny,m,15,7,0.47
2660,Matthew Ekstrand-Abueg,m,2,3,1.5
2661,Matthew Eric Otey,m,11,13,1.18
2662,Matthew Hurst,m,20,27,1.35
2663,Matthew J. Rattigan,m,11,9,0.82
2664,Matthew Lease,m,12,46,3.83
2665,Matthew O. Ward,m,32,89,2.78
2666,Matthew P. Simmons,m,4,5,1.25
2667,Matthew Richardson,m,14,33,2.36
2668,Matthew V. Mahoney,m,33,10,0.3
2669,Matthias Bender,m,10,25,2.5
2670,Matthias Bohm,m,7,33,4.71
2671,Matthias Brantner,m,9,13,1.44
2672,Matthias Hagen,m,9,28,3.11
2673,Matthias Jarke,m,32,326,10.19
2674,Matthias Nicola,m,19,18,0.95
2675,Matthias Renz,m,11,111,10.09
2676,Matthias Schubert,m,14,52,3.71
2677,Matthijs van Leeuwen,m,12,22,1.83
2678,Maurice van Keulen,m,20,58,2.9
2679,Mauricio A. Hernandez,m,20,34,1.7
2680,Mauricio Marin,m,19,85,4.47
2681,Maurizio Atzori,m,11,23,2.09
2682,Maurizio Lenzerini,m,33,244,7.39
2683,Mauro Sozio,m,10,21,2.1
2684,Maxim Gurevich,m,11,20,1.82
2685,Maxim Kormilitsin,m,8,4,0.5
2686,Maxim Zhukovskiy,m,2,5,2.5
2687,Maximilian Dylla,m,5,9,1.8
2688,Maya Ramanath,w,14,34,2.43
2689,Mayank Bawa,u,14,16,1.14
2690,Mayssam Sayyadian,u,11,7,0.64
2691,Mayu Iwata,w,5,18,3.6
2692,Mayur Datar,u,14,28,2
2693,Meenakshi Nagarajan,w,8,19,2.38
2694,Meeyoung Cha,u,10,47,4.7
2695,Mehdi Hosseini,m,7,12,1.71
2696,Mehmet Altinel,m,20,18,0.9
2697,Mehmet Kaya,m,13,49,3.77
2698,Mehran Sahami,m,21,51,2.43
2699,Mehul A. Shah,u,17,44,2.59
2700,Mei Hui,w,5,4,0.8
2701,Meichun Hsu,u,31,131,4.23
2702,Meihui Zhang,u,6,12,2
2703,Meikel Poess,u,17,44,2.59
2704,Meikel Poss,u,17,44,2.59
2705,Meishan Hu,u,7,5,0.71
2706,Meiyu Lu,u,6,8,1.33
2707,Melanie Herschel,w,10,28,2.8
2708,Melanie Hilario,w,19,41,2.16
2709,Melanie Weis,w,10,28,2.8
2710,Melliyal Annamalai,u,20,8,0.4
2711,Meng Chang Chen,m,26,109,4.19
2712,Meng Fang,m,11,13,1.18
2713,Meng Hu,m,9,18,2
2714,Meng Jiang,m,7,14,2
2715,Meng Wang,m,19,314,16.53
2716,Mengchi Liu,u,19,85,4.47
2717,Menzo Windhouwer,u,14,25,1.79
2718,Meredith Ringel Morris,w,12,88,7.33
2719,Meritxell Gonzalez,w,10,16,1.6
2720,Mete Celik,m,9,9,1
2721,Mi Zhang,w,10,40,4
2722,Mi-Yen Yeh,w,10,18,1.8
2723,Mianwei Zhou,u,7,6,0.86
2724,Miao Wen,m,10,7,0.7
2725,Miao Zhang,m,12,64,5.33
2726,Micah Sherr,m,12,41,3.42
2727,Michael Bendersky,m,6,21,3.5
2728,Michael Benedikt,m,18,105,5.83
2729,Michael D. Ekstrand,m,5,13,2.6
2730,Michael D. Lieberman,m,7,22,3.14
2731,Michael D. Morse,m,9,8,0.89
2732,Michael Dahlin,m,20,79,3.95
2733,Michael E. Houle,m,29,64,2.21
2734,Michael Flaster,m,11,5,0.45
2735,Michael Gamon,m,13,37,2.85
2736,Michael Gertz,m,22,118,5.36
2737,Michael Gillmann,m,15,21,1.4
2738,Michael Grossniklaus,m,13,55,4.23
2739,Michael H. Bohlen,m,21,109,5.19
2740,Michael Hay,m,11,21,1.91
2741,Michael Herscovici,m,16,12,0.75
2742,Michael Huggett,m,7,13,1.86
2743,Michael I. Jordan,m,25,315,12.6
2744,Michael J. Cafarella,m,10,35,3.5
2745,Michael J. Carey,m,32,212,6.63
2746,Michael J. Cole,m,10,19,1.9
2747,Michael J. Franklin,m,24,193,8.04
2748,Michael J. Muller,m,26,80,3.08
2749,Michael J. Pazzani,m,31,108,3.48
2750,Michael J. Taylor,m,21,17,0.81
2751,Michael J. Welch,m,6,5,0.83
2752,Michael Kifer,m,31,120,3.87
2753,Michael L. Brodie,m,36,62,1.72
2754,Michael L. Wick,m,8,17,2.13
2755,Michael Mathioudakis,m,8,6,0.75
2756,Michael Mlivoncic,m,13,6,0.46
2757,Michael O. Akinde,m,16,9,0.56
2758,Michael P. O'Mahony,m,12,46,3.83
2759,Michael P. Oakes,m,16,40,2.5
2760,Michael R. Berthold,m,20,106,5.3
2761,Michael R. Lyu,m,26,336,12.92
2762,Michael Rabinovich,m,42,73,1.74
2763,Michael Rys,m,26,34,1.31
2764,Michael Schmidt,m,21,89,4.24
2765,Michael Steinbach,m,12,51,4.25
2766,Michael Stonebraker,m,42,266,6.33
2767,Michael W. Mahoney,m,11,85,7.73
2768,Michael Watzke,m,13,11,0.85
2769,Michaela Gotz,w,7,11,1.57
2770,Michail Vlachos,m,12,70,5.83
2771,Michal Jacovi,m,21,28,1.33
2772,Michal Shmueli-Scheuer,m,12,14,1.17
2773,Michalis Faloutsos,m,19,151,7.95
2774,Michalis Petropoulos,m,13,23,1.77
2775,Michalis Potamias,m,8,16,2
2776,Michalis Vazirgiannis,m,21,150,7.14
2777,Michel Scholl,m,34,80,2.35
2778,Michelangelo Diligenti,m,14,32,2.29
2779,Michele Coscia,m,5,27,5.4
2780,Michele Gorgoglione,m,17,18,1.06
2781,Michele Sebag,m,24,171,7.13
2782,Michelle L. Gregory,w,10,17,1.7
2783,Michelle X. Zhou,w,21,90,4.29
2784,Michiaki Tatsubori,m,16,29,1.81
2785,Michihiro Kuramochi,m,13,13,1
2786,Michinari Momma,u,12,10,0.83
2787,Miguel Martinez-Alvarez,m,4,12,3
2788,Mihaela A. Bornea,w,5,5,1
2789,Mihai Georgescu,m,5,16,3.2
2790,Mihai Lupu,m,9,35,3.89
2791,Mikalai Tsytsarau,u,4,8,2
2792,Mikhail Bilenko,m,11,20,1.82
2793,Mikhail J. Atallah,m,33,220,6.67
2794,Milad Shokouhi,m,9,42,4.67
2795,Milan Petkovic,m,14,58,4.14
2796,Milena Ivanova,w,12,21,1.75
2797,Milenko Petrovic,m,11,15,1.36
2798,Miles Efron,m,13,31,2.38
2799,Miles Osborne,m,20,57,2.85
2800,Milind Joshi,m,13,5,0.38
2801,Milind R. Naphade,m,16,84,5.25
2802,Milos Hauskrecht,m,17,79,4.65
2803,Milos Radovanovic,m,8,34,4.25
2804,Min Song,m,17,173,10.18
2805,Min Wang,m,23,267,11.61
2806,Min Xie,m,7,12,1.71
2807,Min Zhang,m,14,83,5.93
2808,Min Zhao,m,22,103,4.68
2809,Min-Jae Lee,m,19,20,1.05
2810,Min-Ling Zhang,m,11,29,2.64
2811,Min-Soo Kim,m,9,17,1.89
2812,Min-Te Sun,m,15,54,3.6
2813,Min-Yen Kan,m,16,101,6.31
2814,Minas Charalambides,m,5,5,1
2815,Ming Dong,w,13,93,7.15
2816,Ming Hua,w,9,19,2.11
2817,Ming Ji,w,12,19,1.58
2818,Ming Li,w,29,783,27
2819,Ming Xiong,w,18,39,2.17
2820,Ming Yang,w,22,229,10.41
2821,Ming Zhang,w,28,360,12.86
2822,Ming Zhou,w,20,159,7.95
2823,Ming-Chien Shan,w,27,82,3.04
2824,Ming-Chuan Wu,w,18,13,0.72
2825,Ming-Hung Hsu,w,12,15,1.25
2826,Ming-Syan Chen,w,27,324,12
2827,Ming-Wei Chang,w,12,33,2.75
2828,Mingcheng Qu,u,6,8,1.33
2829,Mingfang Wu,u,16,37,2.31
2830,Minghua Zhang,u,13,18,1.38
2831,Mingjie Qian,u,5,10,2
2832,Mingjie Zhu,u,8,6,0.75
2833,Mingjing Li,u,19,130,6.84
2834,Minglong Shao,u,10,7,0.7
2835,Mingqiang Xue,u,8,9,1.13
2836,Mingrui Wu,u,14,16,1.14
2837,Mingsheng Hong,u,11,14,1.27
2838,Mingxi Wu,u,11,14,1.27
2839,Mingyang Zhang,u,6,11,1.83
2840,Mingzhu Wei,u,8,8,1
2841,Minlie Huang,u,10,42,4.2
2842,Minmin Chen,u,6,19,3.17
2843,Minos N. Garofalakis,m,19,138,7.26
2844,Minqi Zhou,u,7,24,3.43
2845,Minqing Hu,u,14,11,0.79
2846,Minsoo Lee,m,15,58,3.87
2847,Minsuk Kahng,u,4,11,2.75
2848,Minyi Guo,u,16,260,16.25
2849,Mir Sadek Ali,m,8,9,1.13
2850,Mirco Nanni,m,17,51,3
2851,Mirco Stern,m,7,6,0.86
2852,Mirek Riedewald,m,15,45,3
2853,Mirella M. Moro,w,14,58,4.14
2854,Mirella Moura Moro,w,14,58,4.14
2855,Mirjana Ivanovic,w,24,115,4.79
2856,Misael Mongiovi,m,8,10,1.25
2857,Mitch Cherniack,m,19,34,1.79
2858,Mithila Nagendra,u,3,5,1.67
2859,Mitsunori Ogihara,u,24,174,7.25
2860,Mitsuru Ishizuka,m,33,289,8.76
2861,Mitul Tiwari,u,14,15,1.07
2862,Mo Liu,m,9,13,1.44
2863,Mohamed A. Sharaf,m,12,48,4
2864,Mohamed A. Soliman,m,9,20,2.22
2865,Mohamed Aly,m,9,25,2.78
2866,Mohamed Dekhil,m,21,30,1.43
2867,Mohamed E. Khalefa,m,6,14,2.33
2868,Mohamed F. Mokbel,m,13,132,10.15
2869,Mohamed G. Elfeky,m,14,11,0.79
2870,Mohamed H. Ali,m,10,34,3.4
2871,Mohamed Nabeel,m,7,14,2
2872,Mohamed Reda Bouadjenek,m,4,8,2
2873,Mohamed S. Kamel,m,35,332,9.49
2874,Mohamed Sarwat,m,3,17,5.67
2875,Mohamed Y. Eltabakh,m,10,19,1.9
2876,Mohamed Yakout,m,7,14,2
2877,Mohamed Zait,m,22,18,0.82
2878,Mohammad Al Hasan,m,9,30,3.33
2879,Mohammad Alrifai,m,8,14,1.75
2880,Mohammad El-Hajj,m,13,20,1.54
2881,Mohammad M. Masud,m,8,24,3
2882,Mohammad Mahdian,m,15,89,5.93
2883,Mohammad Sadoghi,m,7,23,3.29
2884,Mohammed J. Zaki,m,19,180,9.47
2885,Mohammed Javeed Zaki,m,19,180,9.47
2886,Mohan Yang,m,4,8,2
2887,Mohand Boughanem,m,22,176,8
2888,Mohand-Said Hacid,m,24,163,6.79
2889,Mohsen Jamali,m,8,19,2.38
2890,Mokhtar Kandil,m,13,5,0.38
2891,Mokrane Bouzeghoub,u,31,93,3
2892,Mong-Li Lee,w,23,162,7.04
2893,Monica M. C. Schraefel,w,16,90,5.63
2894,Monica Marrero,w,8,18,2.25
2895,Monica Rogati,w,13,19,1.46
2896,Monica Scannapieco,w,13,54,4.15
2897,Monika Henzinger,w,25,123,4.92
2898,Monika Rauch Henzinger,w,25,123,4.92
2899,Mor Harchol-Balter,m,20,79,3.95
2900,Mor Naaman,m,11,73,6.64
2901,Morgan Harvey,m,5,19,3.8
2902,Moses Charikar,m,17,125,7.35
2903,Moshe Fresko,m,16,16,1
2904,Moshe Tennenholtz,m,26,218,8.38
2905,Mostafa Keikha,m,8,24,3
2906,Mouna Kacimi,w,9,25,2.78
2907,Mounia Lalmas,u,21,191,9.1
2908,Mourad Ouzzani,m,20,67,3.35
2909,Moustafa A. Hammad,u,14,26,1.86
2910,Moustafa Ghanem,u,18,39,2.17
2911,Mu-Woong Lee,m,5,9,1.8
2912,Mudhakar Srivatsa,u,11,76,6.91
2913,Muhammad Aamir Cheema,m,7,29,4.14
2914,Muhammad Ali Norozi,m,4,6,1.5
2915,Muhammad U. Arshad,m,6,4,0.67
2916,Mukesh K. Mohania,m,21,137,6.52
2917,Mukund Raghavachari,u,23,25,1.09
2918,Mumtaz Ahmad,w,6,9,1.5
2919,Munir Cochinwala,m,25,26,1.04
2920,Munirathnam Srikanth,u,15,13,0.87
2921,Munmun De Choudhury,u,7,45,6.43
2922,Murali Mani,m,16,54,3.38
2923,Muralidhar Krishnaprasad,u,16,10,0.63
2924,Murat Dundar,m,12,26,2.17
2925,Murat Kantarcioglu,m,13,141,10.85
2926,Mustafa Bilgic,m,9,17,1.89
2927,My T. Thai,w,9,81,9
2928,Myoung-Ho Kim,w,27,143,5.3
2929,Myra Spiliopoulou,w,22,147,6.68
2930,N. Sadat Shami,u,10,26,2.6
2931,Na Dai,w,5,12,2.4
2932,Naama Zwerdling,u,7,10,1.43
2933,Nabil Layaida,m,17,45,2.65
2934,Nadathur Satish,u,9,29,3.22
2935,Nadav Eiron,m,19,23,1.21
2936,Nadav Golbandi,m,6,12,2
2937,Nadav Har'El,m,10,11,1.1
2938,Nadia Magnenat-Thalmann,w,35,384,10.97
2939,Naftali Tishby,m,25,105,4.2
2940,Naga K. Govindaraju,w,12,47,3.92
2941,Nagaraj Kota,u,4,5,1.25
2942,Nagarajan Natarajan,u,4,9,2.25
2943,Nagender Bandi,u,10,9,0.9
2944,Nagiza F. Samatova,u,14,93,6.64
2945,Nalini Venkatasubramanian,w,22,161,7.32
2946,Nam Nguyen,m,9,22,2.44
2947,Namit Jain,u,6,6,1
2948,Nan Cao,w,8,17,2.13
2949,Nan Du,w,8,48,6
2950,Nan Li,w,13,188,14.46
2951,Nan Liu,w,10,102,10.2
2952,Nan Tang,w,11,31,2.82
2953,Nan Zhang,w,10,64,6.4
2954,Naohiro Matsumura,m,14,45,3.21
2955,Naoki Abe,m,26,74,2.85
2956,Naomi Inoue,w,25,29,1.16
2957,Naonori Ueda,u,23,80,3.48
2958,Naphtali Rishe,m,29,116,4
2959,Narayanan Shivakumar,u,20,27,1.35
2960,Naren Ramakrishnan,m,16,183,11.44
2961,Natalie S. Glance,w,21,24,1.14
2962,Natasa Milic-Frayling,u,19,71,3.74
2963,Nathan Folkert,m,11,5,0.45
2964,Nathan Nan Liu,m,6,20,3.33
2965,Nathan S. Netanyahu,m,26,69,2.65
2966,Nattiya Kanhabua,u,6,24,4
2967,Nava Tintarev,w,7,21,3
2968,Naveen Ashish,m,17,34,2
2969,Naveen Kumar Sharma,m,5,7,1.4
2970,Navendu Jain,u,13,28,2.15
2971,Nazli Goharian,w,15,54,3.6
2972,Neal Lathia,m,7,26,3.71
2973,Nectarios Koziris,m,18,121,6.72
2974,Nedim Lipka,m,6,13,2.17
2975,Nedyalko Borisov,m,5,11,2.2
2976,Neel Sundaresan,m,24,66,2.75
2977,Neema Moraveji,w,11,27,2.45
2978,Neil Hurley,m,21,20,0.95
2979,Neil J. Hurley,m,23,61,2.65
2980,Nematollaah Shiri,u,21,55,2.62
2981,Nenghai Yu,u,11,111,10.09
2982,Neoklis Polyzotis,u,12,94,7.83
2983,Nesime Tatbul,u,17,53,3.12
2984,Ni Lao,m,10,14,1.4
2985,Nicholas E. Taylor,m,11,8,0.73
2986,Nicholas Gibbins,m,17,71,4.18
2987,Nicholas J. Belkin,m,34,103,3.03
2988,Nicholas Jing Yuan,m,1,7,7
2989,Nick Cercone,m,39,211,5.41
2990,Nick Craswell,m,17,91,5.35
2991,Nick Koudas,m,18,159,8.83
2992,Nick Roussopoulos,m,41,124,3.02
2993,Nicola Barbieri,m,4,19,4.75
2994,Nicola Henze,m,16,73,4.56
2995,Nicola Onose,m,10,20,2
2996,Nicola Stokes,m,14,29,2.07
2997,Nicola Tonellotto,m,11,31,2.82
2998,Nicolas Anciaux,m,13,30,2.31
2999,Nicolas Bruno,m,13,49,3.77
3000,Nicolas Nicolov,m,19,22,1.16
3001,Nicolas Spyratos,m,37,150,4.05
3002,Nicolas Travers,m,10,16,1.6
3003,Nicolas Usunier,m,9,44,4.89
3004,Nicole B. Ellison,w,8,39,4.88
3005,Nicole Immorlica,w,11,75,6.82
3006,Nicoleta Preda,w,11,15,1.36
3007,Niels Nes,m,16,22,1.38
3008,Niels Olof Bouvin,m,17,39,2.29
3009,Nigel Ellis,m,9,4,0.44
3010,Nigel Shadbolt,m,27,224,8.3
3011,Nihit Desai,u,1,6,6
3012,Niketan Pansare,u,4,4,1
3013,Niklas Carlsson,m,10,53,5.3
3014,Nikolaj Tatti,m,8,31,3.88
3015,Nikolaus Augsten,m,11,22,2
3016,Nikolay Archak,m,7,8,1.14
3017,Nikolay Laptev,m,5,8,1.6
3018,Nikos Anerousis,m,23,37,1.61
3019,Nikos Giatrakos,m,6,10,1.67
3020,Nikos Karayannidis,m,14,11,0.79
3021,Nikos Mamoulis,m,18,162,9
3022,Nikos Ntarmos,m,11,22,2
3023,Nikos Pelekis,m,10,48,4.8
3024,Nikos Sarkas,m,9,13,1.44
3025,Nikunj C. Oza,u,14,30,2.14
3026,Nilanjan Banerjee,u,13,84,6.46
3027,Nilesh Bansal,u,7,10,1.43
3028,Nilesh N. Dalvi,u,13,49,3.77
3029,Niloy Ganguly,u,13,94,7.23
3030,Nima Asadi,m,4,5,1.25
3031,Nima Asadi,m,6,12,2
3032,Nimrod Megiddo,m,37,97,2.62
3033,Nina Mishra,w,20,39,1.95
3034,Nina Taft,w,21,75,3.57
3035,Ning An,m,16,30,1.88
3036,Ning Jin,m,13,23,1.77
3037,Ning Li,m,17,220,12.94
3038,Ning Liu,m,10,125,12.5
3039,Ning Ruan,m,6,21,3.5
3040,Ning Yu,m,12,46,3.83
3041,Ning Zhang,m,13,13,1
3042,Ning Zhong,m,21,324,15.43
3043,Ninghui Li,u,15,139,9.27
3044,Nipun Agarwal,u,20,8,0.4
3045,Niranjan Balasubramanian,m,9,14,1.56
3046,Nish Parikh,u,6,15,2.5
3047,Nisheeth Shrivastava,u,10,28,2.8
3048,Nitendra Rajput,u,15,73,4.87
3049,Nitesh V. Chawla,m,15,124,8.27
3050,Nitin Agarwal,m,20,55,2.75
3051,Nitin Gupta,m,7,19,2.71
3052,Nitin Jindal,m,9,12,1.33
3053,Nivio Ziviani,u,32,95,2.97
