author_id,name,gender,seniority,nbpub,pubrate
3675,Sergey Melnik,m,17,46,2.71
3676,Sergio Duarte Torres,m,4,9,2.25
3677,Sergio Flesca,m,16,86,5.38
3678,Sergio Greco,m,25,184,7.36
3679,Seth A. Myers,m,4,9,2.25
3680,Sethuraman Panchanathan,u,23,175,7.61
3681,Seung-Hoon Na,m,12,43,3.58
3682,Seung-Taek Park,m,12,12,1
3683,Seung-won Hwang,m,13,99,7.62
3684,Seung-Wook Lee,m,15,12,0.8
3685,Seungjin Choi,u,17,146,8.59
3686,Seyda Ertekin,u,9,16,1.78
3687,Seyed M. M. Tahaghoghi,m,13,30,2.31
3688,Shady Elbassuoni,u,6,18,3
3689,Shahram Ebadollahi,m,13,32,2.46
3690,Shahram Ghandeharizadeh,m,27,111,4.11
3691,Shai Ben-David,m,28,111,3.96
3692,Shamanth Kumar,u,5,11,2.2
3693,Shamkant B. Navathe,u,39,183,4.69
3694,Shan Jiang,m,24,37,1.54
3695,Shan Wang,m,16,157,9.81
3696,Shanchan Wu,u,10,10,1
3697,Shankar Pal,m,20,15,0.75
3698,Shantanu Godbole,m,12,21,1.75
3699,Shantanu Joshi,m,9,10,1.11
3700,Shaogang Gong,u,26,188,7.23
3701,Shaojun Wang,u,14,49,3.5
3702,Shaoping Ma,u,14,85,6.07
3703,Shaorong Liu,u,12,14,1.17
3704,Shaoxu Song,u,9,22,2.44
3705,Shaoyi Yin,u,6,11,1.83
3706,Sharad Mehrotra,m,24,213,8.88
3707,Shariq Rizvi,u,12,7,0.58
3708,Sharma Chakravarthy,u,25,150,6
3709,Sharon Givon,w,7,5,0.71
3710,Shashank Pandit,u,10,6,0.6
3711,Shashi Shekhar,m,27,180,6.67
3712,Shaul Markovitch,m,26,78,3
3713,Shawn Bowers,m,15,74,4.93
3714,Shawn R. Jeffery,m,11,15,1.36
3715,Sheetal K. Agarwal,w,7,28,4
3716,Shelly Diane Farnham,w,14,33,2.36
3717,Shen-Shyang Ho,m,9,23,2.56
3718,Sheng Gao,m,14,67,4.79
3719,Sheng Li,m,19,223,11.74
3720,Sheng Ma,m,18,85,4.72
3721,Shengbo Guo,u,4,12,3
3722,Shengfei Shi,u,12,29,2.42
3723,Shenghua Bao,u,9,39,4.33
3724,Shenghuo Zhu,u,12,107,8.92
3725,Shengliang Xu,u,11,13,1.18
3726,Shengqi Yang,u,10,37,3.7
3727,Shengrui Wang,u,24,75,3.13
3728,Shengyue Ji,u,7,8,1.14
3729,Shenoda Guirguis,u,8,11,1.38
3730,Sherif Sakr,m,10,71,7.1
3731,Shetal Shah,u,12,9,0.75
3732,Shichao Zhang,u,15,152,10.13
3733,Shicong Feng,u,5,4,0.8
3734,Shicong Meng,u,8,26,3.25
3735,Shigeo Sugimoto,m,33,46,1.39
3736,Shihao Ji,u,10,18,1.8
3737,Shihui Zheng,u,14,18,1.29
3738,Shijie Zhang,u,23,23,1
3739,Shila Ofek-Koifman,w,7,8,1.14
3740,Shilad Sen,u,8,21,2.63
3741,Shima Gerani,w,6,14,2.33
3742,Shimei Pan,u,22,40,1.82
3743,Shimin Chen,u,13,35,2.69
3744,Shin Ando,m,12,26,2.17
3745,Shin'ichi Satoh,m,24,167,6.96
3746,Shinjae Yoo,u,12,14,1.17
3747,Shipeng Li,u,18,244,13.56
3748,Shipeng Yu,u,11,50,4.55
3749,Shiqiang Yang,u,16,166,10.38
3750,Shirish Krishnaj Shevade,m,14,42,3
3751,Shirish Tatikonda,m,9,23,2.56
3752,Shirong Li,u,5,7,1.4
3753,Shirshanka Das,u,12,19,1.58
3754,Shirui Pan,u,4,8,2
3755,Shivakumar Vaithyanathan,u,22,44,2
3756,Shivnath Babu,u,13,82,6.31
3757,Shiwan Zhao,u,10,11,1.1
3758,Shiwei Tang,u,19,108,5.68
3759,Shixi Chen,u,6,6,1
3760,Shixia Liu,u,11,47,4.27
3761,Shizhong Liao,u,7,21,3
3762,Shlomo Argamon,m,22,63,2.86
3763,Shlomo Berkovsky,m,10,78,7.8
3764,Shlomo Geva,m,23,114,4.96
3765,Shohei Hido,m,9,18,2
3766,Shoji Hirano,m,17,150,8.82
3767,Shojiro Nishio,u,31,317,10.23
3768,Sholom M. Weiss,m,38,65,1.71
3769,Shotaro Akaho,m,22,76,3.45
3770,Shou-De Lin,m,13,75,5.77
3771,Shourya Roy,u,12,38,3.17
3772,Shoushan Li,u,7,34,4.86
3773,Shridhar Shukla,u,14,3,0.21
3774,Shriram Krishnamurthi,u,18,113,6.28
3775,Shu Tao,m,15,30,2
3776,Shu-Ching Chen,m,16,211,13.19
3777,Shu-Yao Chien,m,14,10,0.71
3778,Shuai Ding,w,6,13,2.17
3779,Shuai Ma,w,11,45,4.09
3780,Shuai Yuan,w,9,48,5.33
3781,Shuaiqiang Wang,u,7,18,2.57
3782,Shuang Liu,u,16,71,4.44
3783,Shuang-Hong Yang,u,8,28,3.5
3784,Shubha U. Nabar,w,9,14,1.56
3785,Shuguang Han,u,9,23,2.56
3786,Shuguang Wang,u,13,18,1.38
3787,Shui-Lung Chuang,m,14,18,1.29
3788,Shuicheng Yan,u,12,361,30.08
3789,Shuigeng Zhou,u,15,159,10.6
3790,Shuiwang Ji,u,7,44,6.29
3791,Shumeet Baluja,u,21,64,3.05
3792,Shuming Shi,u,12,31,2.58
3793,Shumo Chu,u,3,7,2.33
3794,Shunsuke Uemura,m,19,78,4.11
3795,Shuo Chen,u,13,65,5
3796,Shuo Shang,u,4,17,4.25
3797,Shuo Xiang,u,4,6,1.5
3798,Shuo Zhang,u,12,55,4.58
3799,Shurug Al-Khalifa,u,14,11,0.79
3800,Shusaku Tsumoto,m,29,328,11.31
3801,Shuyang Lin,u,4,9,2.25
3802,Shuyi Zheng,u,8,11,1.38
3803,Shuzi Niu,u,5,7,1.4
3804,Shyam Antony,m,10,8,0.8
3805,Shyamsundar Rajaram,u,6,5,0.83
3806,Si-Chi Chin,m,4,9,2.25
3807,Siau-Cheng Khoo,u,23,77,3.35
3808,Siddharth Gopal,m,4,8,2
3809,Siddharth Suri,m,10,28,2.8
3810,Siegfried Handschuh,m,17,109,6.41
3811,Siegfried Nijssen,m,13,57,4.38
3812,Sigal Sahar,w,19,9,0.47
3813,Sihem Amer-Yahia,w,18,104,5.78
3814,Sihong Xie,u,6,15,2.5
3815,Silviu Cucerzan,m,14,25,1.79
3816,Silviu Maniu,m,3,11,3.67
3817,Simon Dooms,m,4,17,4.25
3818,Simonas Saltenis,m,16,34,2.13
3819,Simone Santini,m,20,98,4.9
3820,Sinno Jialin Pan,u,9,33,3.67
3821,Sipat Triukose,u,8,12,1.5
3822,Sirish Chandrasekaran,u,14,10,0.71
3823,Sitaram Asur,m,9,24,2.67
3824,Siva Gurumurthy,m,8,7,0.88
3825,Siva Ravada,m,15,19,1.27
3826,Sivan Yogev,w,10,19,1.9
3827,Siyuan Liu,u,10,49,4.9
3828,Slava Novgorodov,m,3,6,2
3829,Slobodan Vucetic,m,14,59,4.21
3830,Smriti Bhagat,w,8,17,2.13
3831,Snigdha Chaturvedi,u,4,5,1.25
3832,Sofia Brenes,w,11,7,0.64
3833,Sofus A. Macskassy,m,17,31,1.82
3834,Somnath Banerjee,m,11,16,1.45
3835,Song Lin,m,11,34,3.09
3836,Song Wang,m,20,188,9.4
3837,Songbo Tan,u,10,49,4.9
3838,Songcan Chen,u,11,151,13.73
3839,Songqing Chen,u,13,78,6
3840,Songting Chen,u,14,22,1.57
3841,Songyun Duan,u,8,24,3
3842,Sonia Bergamaschi,w,28,135,4.82
3843,Sophia Ananiadou,w,24,134,5.58
3844,Sophie Cluet,w,25,56,2.24
3845,Sougata Mukherjea,u,21,66,3.14
3846,Soumen Chakrabarti,u,21,97,4.62
3847,Soumyadeb Mitra,u,9,14,1.56
3848,Sourashis Roy,u,10,6,0.6
3849,Sourav S. Bhowmick,m,16,173,10.81
3850,Souripriya Das,u,14,14,1
3851,Sourish Dasgupta,u,7,14,2
3852,Souvik Bhattacherjee,u,4,11,2.75
3853,Spiros Papadimitriou,m,13,52,4
3854,Spiros Skiadopoulos,m,15,47,3.13
3855,Spyros Blanas,m,7,12,1.71
3856,Spyros Kotoulas,m,9,38,4.22
3857,Spyros Zoupanos,m,6,11,1.83
3858,Sreenivas Gollapudi,u,18,60,3.33
3859,Sridhar Rajagopalan,u,21,45,2.14
3860,Sridhar Ramaswamy,u,22,26,1.18
3861,Srihari Reddy,u,9,6,0.67
3862,Srikanta J. Bedathur,u,13,41,3.15
3863,Srikanta Tirthapura,u,14,62,4.43
3864,Srikanth Bellamkonda,u,11,9,0.82
3865,Srinath Shankar,m,9,9,1
3866,Srinivas Vadrevu,u,11,25,2.27
3867,Srinivasan H. Sengamedu,m,7,16,2.29
3868,Srinivasan Parthasarathy,m,18,167,9.28
3869,Srinivasan Seshan,m,21,115,5.48
3870,Sriram Mohan,u,10,11,1.1
3871,Sriram Padmanabhan,u,24,41,1.71
3872,Sriram Raghavan,u,15,37,2.47
3873,Srivatsan Laxman,u,9,32,3.56
3874,Srujana Merugu,u,11,20,1.82
3875,Stanley B. Zdonik,m,34,149,4.38
3876,Stavros Christodoulakis,m,32,119,3.72
3877,Stavros Harizopoulos,m,15,32,2.13
3878,Stavros Papadopoulos,m,7,20,2.86
3879,Stefan Aulbach,m,7,7,1
3880,Stefan Berchtold,m,20,28,1.4
3881,Stefan Brecheisen,m,11,13,1.18
3882,Stefan Buttcher,m,12,21,1.75
3883,Stefan Decker,m,22,187,8.5
3884,Stefan Kramer,m,19,111,5.84
3885,Stefan Krompass,m,9,14,1.56
3886,Stefan M. Ruger,m,19,110,5.79
3887,Stefan Manegold,m,17,72,4.24
3888,Stefan Savev,m,7,6,0.86
3889,Stefan Schonauer,m,17,13,0.76
3890,Stefan Siersdorfer,m,12,39,3.25
3891,Stefan Wrobel,m,27,89,3.3
3892,Stefanie Scherzinger,w,11,18,1.64
3893,Stefano Ceri,m,35,295,8.43
3894,Stefano Leonardi,m,21,124,5.9
3895,Stefano Lonardi,m,16,89,5.56
3896,Stefano Paraboschi,m,22,121,5.5
3897,Stefanos Souldatos,m,8,10,1.25
3898,Steffen Metzger,m,4,7,1.75
3899,Steffen Rendle,m,8,25,3.13
3900,Steffen Staab,m,19,293,15.42
3901,Stelios Paparizos,m,12,22,1.83
3902,Stephan Bloehdorn,m,10,19,1.9
3903,Stephan Ewen,m,9,13,1.44
3904,Stephan Gunnemann,m,5,49,9.8
3905,Stephan Raaijmakers,m,12,16,1.33
3906,Stephan Seufert,m,4,10,2.5
3907,Stephane Bressan,m,24,143,5.96
3908,Stephane Clinchant,m,8,31,3.88
3909,Stephane Lopes,m,15,24,1.6
3910,Stephen C. Gates,m,15,9,0.6
3911,Stephen D. Scott,m,19,31,1.63
3912,Stephen Dill,m,13,10,0.77
3913,Stephen E. Robertson,m,37,138,3.73
3914,Stephen Hailes,m,22,66,3
3915,Stephen J. Wright,m,24,76,3.17
3916,Stephen Robertson,m,37,138,3.73
3917,Steve Lawrence,m,19,68,3.58
3918,Steve Webb,m,19,28,1.47
3919,Steven C. H. Hoi,m,11,143,13
3920,Steven D. Gribble,m,19,66,3.47
3921,Steven Euijong Whang,m,8,18,2.25
3922,Steven Loscalzo,m,6,8,1.33
3923,Steven M. Beitzel,m,14,37,2.64
3924,Steven Minton,m,30,77,2.57
3925,Steven Schockaert,m,10,84,8.4
3926,Steven Skiena,m,26,148,5.69
3927,Stewart Whiting,m,3,15,5
3928,Stijn Vansummeren,m,12,48,4
3929,Stratis Viglas,m,16,38,2.38
3930,Stratos Idreos,m,11,45,4.09
3931,Stratos Papadomanolakis,m,13,13,1
3932,Stuart N. K. Watt,m,10,12,1.2
3933,Su Chen,m,8,27,3.38
3934,Subbarao Kambhampati,u,28,181,6.46
3935,Subhash Suri,m,29,238,8.21
3936,Subramanian Arumugam,u,12,17,1.42
3937,Sudarshan Lamkhede,u,9,3,0.33
3938,Sudarshan S. Chawathe,u,20,31,1.55
3939,Sudeshna Sarkar,u,16,44,2.75
3940,Sudipto Das,u,7,30,4.29
3941,Sudipto Guha,u,18,142,7.89
3942,Sue B. Moon,w,17,59,3.47
3943,Sugata Ghosal,u,21,28,1.33
3944,Sugato Basu,u,13,24,1.85
3945,Suh-Yin Lee,m,25,131,5.24
3946,Suhrid Balakrishnan,u,8,14,1.75
3947,Sujian Li,u,12,35,2.92
3948,Suleyman Cetintas,m,7,17,2.43
3949,Suman Nath,w,13,70,5.38
3950,Sumeet Bajaj,u,7,7,1
3951,Sumit Bhatia,u,7,14,2
3952,Sumit Chopra,u,13,18,1.38
3953,Sumit Ganguly,u,24,57,2.38
3954,Sumit Mittal,u,9,25,2.78
3955,Sumit Negi,u,11,28,2.55
3956,Sundararajan Sellamanickam,u,3,23,7.67
3957,Sung-Hyon Myaeng,m,29,97,3.34
3958,Sungchul Kim,u,8,18,2.25
3959,SungRan Cho,u,13,14,1.08
3960,Sunil Prabhakar,m,17,96,5.65
3961,Sunita Sarawagi,w,20,85,4.25
3962,Sunju Park,u,18,39,2.17
3963,Surajit Chaudhuri,u,27,203,7.52
3964,Suresh Venkatasubramanian,m,25,101,4.04
3965,Susan B. Davidson,w,30,112,3.73
3966,Susan Gauch,w,26,60,2.31
3967,Susan T. Dumais,w,28,139,4.96
3968,Susanne Boll,w,17,165,9.71
3969,Susanne E. Hambrusch,w,31,76,2.45
3970,Sushil Jajodia,m,31,495,15.97
3971,Sutanu Chakraborti,u,10,25,2.5
3972,Suzan Verberne,w,9,29,3.22
3973,Suzanne M. Embury,w,22,74,3.36
3974,Svein Erik Bratsberg,m,24,14,0.58
3975,Sven Helmer,m,17,42,2.47
3976,Svetha Venkatesh,u,25,302,12.08
3977,Swaminathan Sivasubramanian,m,12,22,1.83
3978,Sylvain Castagnos,m,9,14,1.56
3979,Szymon Jaroszewicz,m,15,31,2.07
3980,Tad Hogg,m,27,78,2.89
3981,Tadashi Nomoto,m,21,18,0.86
3982,Tae Yano,m,6,6,1
3983,Taesup Moon,u,8,17,2.13
3984,Taher H. Haveliwala,m,14,8,0.57
3985,Taifeng Wang,u,8,11,1.38
3986,Tak W. Yan,m,20,19,0.95
3987,Tak-Lam Wong,m,12,38,3.17
3988,Takahiro Hara,m,17,234,13.76
3989,Takao Miura,m,31,90,2.9
3990,Takashi Washio,m,18,142,7.89
3991,Takehiro Yamamoto,m,7,23,3.29
3992,Takehito Utsuro,m,22,61,2.77
3993,Takeshi Fukuda,m,18,23,1.28
3994,Takeshi Kurashima,m,9,9,1
3995,Takeshi Okadome,m,16,32,2
3996,Takeshi Yamada,m,23,77,3.35
3997,Takuichi Nishimura,u,18,49,2.72
3998,Takuya Akiba,m,2,8,4
3999,Takuya Maekawa,m,10,41,4.1
4000,Talel Abdessalem,u,17,26,1.53
4001,Tam Minh Tran,m,9,5,0.56
4002,Tamara G. Kolda,w,16,57,3.56
4003,Tamas Sarlos,m,11,19,1.73
4004,Tamer Elsayed,m,11,19,1.73
4005,Tamer Kahveci,m,13,72,5.54
4006,Tamir Tassa,m,15,48,3.2
4007,Tamraparni Dasu,u,16,24,1.5
4008,Taneli Mielikainen,u,13,45,3.46
4009,Tantan Liu,u,5,10,2
4010,Tanveer A. Faruquie,w,14,44,3.14
4011,Tanya Y. Berger-Wolf,w,15,51,3.4
4012,Tao Cheng,m,19,67,3.53
4013,Tao Li,m,27,625,23.15
4014,Tao Liu,m,12,238,19.83
4015,Tao Mei,m,13,188,14.46
4016,Tao Qin,m,12,77,6.42
4017,Tao Sun,m,16,87,5.44
4018,Tao Tao,m,21,58,2.76
4019,Tao Yang,m,27,367,13.59
4020,Tapas Kanungo,u,22,48,2.18
4021,Tat-Seng Chua,u,25,306,12.24
4022,Ted E. Senator,m,23,18,0.78
4023,Tengfei Bao,u,4,8,2
4024,Tengjiao Wang,u,13,71,5.46
4025,Terence Critchlow,m,21,51,2.43
4026,Teresa Wu,w,10,36,3.6
4027,Terran Lane,m,16,62,3.88
4028,Tetsuya Sakai,m,16,79,4.94
4029,Tevfik Bultan,m,23,115,5
4030,Thanasis G. Papaioannou,m,12,40,3.33
4031,Thanawin Rakthanmanon,u,10,25,2.5
4032,Thang N. Dinh,m,5,22,4.4
4033,Thanh Hoang Nguyen,m,6,7,1.17
4034,Thanh T. L. Tran,m,6,10,1.67
4035,Thanh Tran,m,8,63,7.88
4036,Themis Palpanas,m,14,77,5.5
4037,Themistoklis Palpanas,m,14,77,5.5
4038,Theo Harder,m,40,229,5.73
4039,Theodore Dalamagas,m,17,60,3.53
4040,Theodore Johnson,m,28,109,3.89
4041,Theodoros Lappas,m,5,23,4.6
4042,Theoni Pitoura,w,11,7,0.64
4043,Theresa Wilson,w,11,26,2.36
4044,Thierry Cruanes,m,10,5,0.5
4045,Thijs Westerveld,m,14,36,2.57
4046,Thin Nguyen,u,4,11,2.75
4047,Thomas Baby,m,15,7,0.47
4048,Thomas Bernecker,m,6,27,4.5
4049,Thomas Gartner,m,13,43,3.31
4050,Thomas Gottron,m,6,38,6.33
4051,Thomas Heinis,m,9,22,2.44
4052,Thomas Hofmann,m,21,80,3.81
4053,Thomas J. E. Schwarz,m,24,43,1.79
4054,Thomas Kissinger,m,2,12,6
4055,Thomas M. Lento,m,8,10,1.25
4056,Thomas M. Tirpak,m,22,12,0.55
4057,Thomas Neumann,m,11,90,8.18
4058,Thomas Phan,m,15,27,1.8
4059,Thomas R. Lynam,m,14,18,1.29
4060,Thomas Roelleke,m,20,60,3
4061,Thomas Rolleke,m,20,60,3
4062,Thomas S. Huang,m,49,798,16.29
4063,Thomas Seidl,m,21,205,9.76
4064,Thore Graepel,m,17,72,4.24
4065,Thorsten Joachims,m,17,113,6.65
4066,Thu D. Nguyen,u,21,61,2.9
4067,Tian Xia,m,13,106,8.15
4068,Tianbao Yang,u,5,45,9
4069,Tianbing Xu,u,8,9,1.13
4070,Tiancheng Li,u,8,32,4
4071,Tiancheng Lou,u,6,21,3.5
4072,Tianlei Hu,u,9,16,1.78
4073,Tianqi Chen,m,4,14,3.5
4074,Tianyi Jiang,u,10,10,1
4075,Tianyi Wu,u,9,16,1.78
4076,Tianyi Zhou,u,5,23,4.6
4077,Tias Guns,u,6,15,2.5
4078,Tie-Yan Liu,m,13,112,8.62
4079,Tiejian Luo,u,14,37,2.64
4080,Tieyun Qian,u,9,27,3
4081,Tijl De Bie,u,11,62,5.64
4082,Till Westmann,m,16,15,0.94
4083,Tim Berners-Lee,m,26,40,1.54
4084,Tim Finin,m,37,214,5.78
4085,Tim Furche,m,12,67,5.58
4086,Tim Gollub,m,3,9,3
4087,Tim Kaldewey,m,10,13,1.3
4088,Tim Kraska,m,8,40,5
4089,Tim Oates,m,20,105,5.25
4090,Tim Weninger,m,8,29,3.63
4091,Timm Oliver Sprenger,m,4,4,1
4092,Timos K. Sellis,u,30,218,7.27
4093,Timothy Chorma,m,13,3,0.23
4094,Timothy G. Armstrong,m,5,12,2.4
4095,Timothy Jones,m,5,6,1.2
4096,Timothy M. McPhillips,m,9,25,2.78
4097,Timothy Malkemus,m,18,12,0.67
4098,Timothy W. Finin,m,37,214,5.78
4099,Tina Eliassi-Rad,w,15,47,3.13
4100,Ting Chen,m,20,150,7.5
4101,Ting Liu,m,15,176,11.73
4102,Ting Wang,m,17,207,12.18
4103,Ting Yu,m,19,155,8.16
4104,Tingjian Ge,u,13,23,1.77
4105,Tingting He,u,11,62,5.64
4106,Toan Luu,u,8,12,1.5
4107,Tobias Emrich,m,5,35,7
4108,Tobias Kellner,m,7,5,0.71
4109,Tobias Kraft,m,11,10,0.91
4110,Tobias Scheffer,m,19,89,4.68
4111,Toby Walker,m,12,7,0.58
4112,Todd C. Mowry,m,24,72,3
4113,Todd Eavis,m,14,38,2.71
4114,Todd J. Green,m,11,27,2.45
4115,Toine Bogers,m,8,19,2.38
4116,Tok Wang Ling,u,33,217,6.58
4117,Tolga Bozkaya,m,18,13,0.72
4118,Tolga Urhan,m,18,8,0.44
4119,Tom Crecelius,m,7,10,1.43
4120,Tom M. Mitchell,m,37,115,3.11
4121,Tom Rowlands,m,8,4,0.5
4122,Tom Yeh,m,11,30,2.73
4123,Tomas Skopal,m,12,77,6.42
4124,Tommaso Di Noia,m,11,120,10.91
4125,Tomoharu Iwata,m,10,53,5.3
4126,Tomohiro Fukuhara,m,13,26,2
4127,Tong Zhang,m,18,142,7.89
4128,Toni M. Rath,m,13,11,0.85
4129,Toni Urpi,m,23,37,1.61
4130,Tony Abou-Assaleh,m,12,13,1.08
4131,Toon Calders,m,15,66,4.4
4132,Toon De Pessemier,m,6,27,4.5
4133,Torben Bach Pedersen,m,16,151,9.44
4134,Tore Risch,m,34,86,2.53
4135,Torsten Grabs,m,14,21,1.5
4136,Torsten Grust,m,18,55,3.06
4137,Torsten Suel,m,22,87,3.95
4138,Toshihiro Kamishima,m,12,23,1.92
4139,Toshiyuki Amagasa,m,17,71,4.18
4140,Tova Milo,w,23,175,7.61
4141,Toyotaro Suzumura,u,14,44,3.14
4142,Trevor Jim,m,25,37,1.48
4143,Trevor Strohman,m,10,9,0.9
4144,Troy Raeder,m,10,16,1.6
4145,Tsau Young Lin,u,26,151,5.81
4146,Tsuyoshi Ide,m,10,22,2.2
4147,Tsvi Kuflik,u,24,93,3.88
4148,Tu Bao Ho,m,26,127,4.88
4149,Tyson Condie,m,10,21,2.1
4150,Tzi-cker Chiueh,m,25,211,8.44
4151,Tzung-Pei Hong,u,23,297,12.91
4152,U. Kang,u,5,32,6.4
4153,Udayan Khurana,u,9,9,1
4154,Ugur Cetintemel,m,16,74,4.63
4155,Ugur Demiryurek,m,5,14,2.8
4156,Uldis Bojars,m,9,25,2.78
4157,Ulf Brefeld,m,11,35,3.18
4158,Ulf Leser,m,17,109,6.41
4159,Ullas Gargi,u,19,17,0.89
4160,Ullas Nambiar,u,13,37,2.85
4161,Ulrich Guntzer,m,36,78,2.17
4162,Ulrich Paquet,m,11,16,1.45
4163,Ulrik Brandes,m,17,121,7.12
4164,Ulrike Fischer,w,7,20,2.86
4165,Ulrike Sattler,w,19,183,9.63
4166,Umeshwar Dayal,u,36,247,6.86
4167,Umut Ozertem,m,8,33,4.13
4168,Uri Schonfeld,m,8,6,0.75
4169,Usama M. Fayyad,m,26,76,2.92
4170,Utkarsh Srivastava,u,12,25,2.08
4171,Utku Irmak,u,9,9,1
4172,Uwe Rohm,m,15,37,2.47
4173,Uwe Wloka,m,11,17,1.55
4174,V. S. Subrahmanian,u,27,280,10.37
4175,Vadim von Brzeski,m,7,3,0.43
4176,Vagelis Hristidis,m,13,80,6.15
4177,Vahab S. Mirrokni,u,14,135,9.64
4178,Val Tannen,m,33,100,3.03
4179,Valentin Jijkoun,m,11,35,3.18
4180,Valter Crescenzi,m,16,40,2.5
4181,Van Dang,m,8,9,1.13
4182,Vana Kalogeraki,w,19,116,6.11
4183,Vandana Pursnani Janeja,w,12,34,2.83
4184,Vanessa Murdock,w,13,40,3.08
4185,Vanja Josifovski,m,20,90,4.5
4186,Varun Chandola,m,9,22,2.44
4187,Vasant Honavar,m,25,193,7.72
4188,Vasile-Marian Scuturici,m,11,29,2.64
4189,Vasileios Kandylas,m,7,7,1
4190,Vasileios Megalooikonomou,m,16,74,4.63
4191,Vasilis Vassalos,m,17,47,2.76
4192,Vassia Pavlaki,u,11,8,0.73
4193,Vassilios S. Verykios,m,20,70,3.5
4194,Vassilis Athitsos,m,14,64,4.57
4195,Vassilis Christophides,m,21,94,4.48
4196,Vassilis J. Tsotras,m,24,148,6.17
4197,Vassilis Papadimos,m,12,10,0.83
4198,Vassilis Plachouras,m,12,48,4
4199,Vassilis Stoumpos,m,8,10,1.25
4200,Vasudeva Varma,m,12,96,8
4201,Vebjorn Ljosa,u,10,14,1.4
4202,Veerabhadran Baladandayuthapani,m,4,15,3.75
4203,Veli Bicer,m,9,22,2.44
4204,Venkatesan T. Chakaravarthy,u,17,59,3.47
4205,Venkatesh Ganti,u,19,45,2.37
4206,Venkatesh Raghavan,u,10,18,1.8
4207,Venu Satuluri,u,7,10,1.43
4208,Verena Kantere,w,11,37,3.36
4209,Veronique Benzaken,w,26,46,1.77
4210,Vibhor Rastogi,u,8,25,3.13
4211,Vibhu O. Mittal,u,22,29,1.32
4212,Vibhuti S. Sengar,u,12,8,0.67
4213,Victor Carneiro,m,11,22,2
4214,Victor E. Lee,m,5,7,1.4
4215,Victor Lavrenko,m,16,40,2.5
4216,Victor M. Markowitz,m,31,56,1.81
4217,Victor Muntes-Mulero,m,11,38,3.45
4218,Victor S. Sheng,m,8,25,3.13
4219,Vidhya Navalpakkam,u,12,15,1.25
4220,Vijay Raghavan,m,37,215,5.81
4221,Vijay S. Iyengar,m,32,36,1.13
4222,Vijayalakshmi Atluri,u,21,188,8.95
4223,Vijayshankar Raman,u,16,45,2.81
4224,Vikas Arora,m,10,9,0.9
4225,Vikas Sindhwani,m,13,41,3.15
4226,Vikram Pudi,m,14,49,3.5
4227,Vinayak R. Borkar,m,14,32,2.29
4228,Vincent Leroy,m,5,18,3.6
4229,Vincent Oria,m,22,70,3.18
4230,Vincent S. Tseng,m,21,178,8.48
4231,Vincent Wade,m,17,123,7.24
4232,Vineet Chaoji,u,10,22,2.2
4233,Vipin Kumar,u,35,280,8
4234,Virgil Pavlu,m,11,33,3
4235,Virgilio A. F. Almeida,m,33,137,4.15
4236,Virgilio Almeida,m,33,137,4.15
4237,Virgiliu Pavlu,u,11,33,3
4238,Vishal S. Batra,m,12,12,1
4239,Vishal Sikka,m,20,14,0.7
4240,Vishwa Vinay,m,10,20,2
4241,Vitaly Shmatikov,m,16,81,5.06
4242,Vitor R. Carvalho,m,10,24,2.4
4243,Vittorio Castelli,m,19,46,2.42
4244,Vivek R. Narasayya,m,20,66,3.3
4245,Vivekanand Gopalkrishnan,u,15,48,3.2
4246,Vivian Chu,w,8,7,0.88
4247,Vladimir Barash,m,6,10,1.67
4248,Vladimir Kolovski,m,9,11,1.22
4249,Vladimir Zadorozhny,m,23,50,2.17
4250,Vladislav Shkapenyuk,m,12,20,1.67
4251,Vo Ngoc Anh,m,16,29,1.81
4252,Volker Markl,m,16,98,6.13
4253,Volker Tresp,m,24,108,4.5
4254,Vreixo Formoso,u,7,9,1.29
4255,Vuk Ercegovac,m,16,21,1.31
4256,W. Bruce Croft,u,39,275,7.05
4257,W. Nick Street,u,19,47,2.47
4258,W. Scott Spangler,u,25,33,1.32
4259,Wael El-Deredy,m,11,10,0.91
4260,Wagner Meira Jr.,m,17,206,12.12
4261,Wai Gen Yee,m,14,45,3.21
4262,Wai Kit Wong,m,8,20,2.5
4263,Wai Lam,m,21,147,7
4264,Wai Lup Low,m,14,7,0.5
4265,Wai-Shing Ho,m,14,12,0.86
4266,Walid G. Aref,m,24,154,6.42
4267,Walid Magdy,m,8,27,3.38
4268,Walker M. White,m,12,26,2.17
4269,Wan-Ching Wu,m,2,7,3.5
4270,Wang Chiew Tan,m,18,73,4.06
4271,Wang-Chien Lee,m,20,241,12.05
4272,Wang-Pin Hsiung,m,13,31,2.38
4273,Wangchao Le,u,8,7,0.88
4274,Wanhong Xu,u,11,11,1
4275,Warren Shen,m,9,21,2.33
4276,Wayne Niblack,m,26,25,0.96
4277,Wayne Xin Zhao,m,4,17,4.25
4278,Wee Hyong Tok,m,12,21,1.75
4279,Wee Keong Ng,m,20,171,8.55
4280,Wee Siong Ng,m,12,34,2.83
4281,Wee Sun Lee,m,20,87,4.35
4282,Wei Chen,m,9,42,4.67
4283,Wei Chen,m,25,394,15.76
4284,Wei Cheng,m,10,103,10.3
4285,Wei Chu,m,13,65,5
4286,Wei Ding,m,14,72,5.14
4287,Wei Dong,m,13,175,13.46
4288,Wei Fan,m,15,172,11.47
